Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,03/05/2025,"ORIG CO NAME:INTUIT 53689738        ORIG ID:4462800242 DESC DATE:250305 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000024073465 EED:250305   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0644073465TC",-1459.18,ACH_DEBIT,26762.94,,
DEBIT,03/05/2025,"ORIG CO NAME:Dealertrack            ORIG ID:4013137ZST DESC DATE:250305 CO ENTRY DESCR:PURCHASE  SEC:CCD    TRACE#:122043484879040 EED:250305   IND ID:129215925                    IND NAME:Icar Lifestyle Icar Li                                                                                       9163685303 TRN: 0644879040TC",-38580.62,ACH_DEBIT,28222.12,,
DEBIT,03/05/2025,"FEDEX483641210 800-4633339 TN                03/04",-47.55,DEBIT_CARD,66802.74,,
CHECK,03/04/2025,"CHECK 1023  ",-12119.83,CHECK_PAID,66850.29,1023,
DEBIT,03/03/2025,"COSTCO WHSE #1015 SAN DIMAS CA       503226  03/01",-62.58,DEBIT_CARD,78970.12,,
DEBIT,03/03/2025,"FEDEX483448683 800-4633339 TN                03/01",-33.98,DEBIT_CARD,79032.70,,
DEBIT,02/28/2025,"Online ACH Payment 11163800548 To JTE (_####3707)",-68000.00,ACH_PAYMENT,79066.68,,
DEBIT,02/28/2025,"ORIG CO NAME:INTUIT 73302452        ORIG ID:4462800242 DESC DATE:250228 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000028273725 EED:250228   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0598273725TC",-627.20,ACH_DEBIT,147066.68,,
DEBIT,02/28/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:022725 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232108334035 EED:250228   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :3MW69FF08P8D09271 ,2023-BMW-3 SERI IES       DYNAMIC EFT TRN: 0598334035TC",-24184.07,ACH_DEBIT,147693.88,,
DEBIT,02/28/2025,"ORIG CO NAME:IPFS866-412-6739       ORIG ID:0AD2424370 DESC DATE:       CO ENTRY DESCR:IPFSPMTWASSEC:CCD    TRACE#:101000014384306 EED:250228   IND ID:561402                       IND NAME:ATTITUDE D LLC                                                                                               GDxLk2vV TRN: 0594384306TC",-590.18,ACH_DEBIT,171877.95,,
DEBIT,02/28/2025,"ORIG CO NAME:NOWCOM, LLC            ORIG ID:1911718107 DESC DATE:       CO ENTRY DESCR:DEALERCNTRSEC:CCD    TRACE#:104000012872110 EED:250228   IND ID:M120898163190                IND NAME:ATTITUDE D LLC TRN: 0592872110TC",-664.76,ACH_DEBIT,172468.13,,
DEBIT,02/28/2025,"ORIG CO NAME:INTUIT 52869993        ORIG ID:4462800242 DESC DATE:250228 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000024964400 EED:250228   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0594964400TC",-2064.05,ACH_DEBIT,173132.89,,
DEBIT,02/28/2025,"FEDEX483260406 800-4633339 TN                02/27",-19.50,DEBIT_CARD,175196.94,,
DSLIP,02/28/2025,"DEPOSIT  ID NUMBER 463011",11900.00,DEPOSIT,175216.44,,
DEBIT,02/27/2025,"Zelle payment to angel JPM99azhc40x",-50.00,CHASE_TO_PARTNERFI,163316.44,,
DEBIT,02/27/2025,"Zelle payment to chun JPM99azhackv",-1000.00,CHASE_TO_PARTNERFI,163366.44,,
DEBIT,02/27/2025,"FEDEX483172979 800-4633339 TN                02/26",-9.75,DEBIT_CARD,164366.44,,
CREDIT,02/27/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000012433265 EED:250227   IND ID:16481944                     IND NAME:ICAR LIFESTYLE                                                                                               5779849 TRN: 0582433265TC",25045.00,ACH_CREDIT,164376.19,,
DSLIP,02/27/2025,"DEPOSIT  ID NUMBER 758940",18500.00,DEPOSIT,139331.19,,
CREDIT,02/27/2025,"FEDWIRE CREDIT VIA: BANK HAPOALIM B.M./026008866 B/O: LENDBUZZ FUNDING LLC-COLLECTIONS ACBOSTON MA 02110 REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=O/B BK HAPOALIM OBI=VIN 5UX CR4C06N9J96176 1418592 IMAD: 0227MMQFMPB4000427 TRN: 1290251058FF",32000.00,WIRE_INCOMING,120831.19,,
CREDIT,02/26/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250225 CO ENTRY DESCR:CR CD DEP SEC:CCD    TRACE#:043305135709822 EED:250226   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE             5436845560333337ICAR LIFESTYLE            CR CD DEP 022625 TRN: 0575709822TC",2060.00,ACH_CREDIT,88831.19,,
DSLIP,02/26/2025,"DEPOSIT  ID NUMBER 300081",17500.00,DEPOSIT,86771.19,,
CREDIT,02/26/2025,"FEDWIRE CREDIT VIA: EAST-WEST BANK/322070381 B/O: JIAHERB, INC. PINE BROOK NJ 07058-9221 REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=NOT PROVIDED BBI=/OCMT/USD1 5313,37/ IMAD: 0226MMQFMP27001675 TRN: 0412161057FF",15313.37,WIRE_INCOMING,69271.19,,
CHECK,02/25/2025,"CHECK 1015  ",-36000.00,CHECK_PAID,53957.82,1015,
DEBIT,02/25/2025,"Zelle payment to redline JPM99azcq4q2",-421.00,CHASE_TO_PARTNERFI,89957.82,,
DEBIT,02/25/2025,"SQ *MITSU'S GARAGE San Gabriel CA            02/24",-100.00,DEBIT_CARD,90378.82,,
CREDIT,02/25/2025,"Zelle payment from KR PERFORMANCE LLC WFCT0YKJYJH5",1000.00,PARTNERFI_TO_CHASE,90478.82,,
CREDIT,02/25/2025,"BOOK TRANSFER CREDIT B/O: JESSICA L BLACKBURN OR CHRIS A ALEDO TX 76008-2413 US TRN: 3455825056ES",71000.00,WIRE_INCOMING,89478.82,,
DEBIT,02/24/2025,"Zelle payment to wsc 23838443635",-3637.00,QUICKPAY_DEBIT,18478.82,,
DEBIT,02/24/2025,"Zelle payment to Vitalie Lupasco JPM99az8zuzp",-1100.00,CHASE_TO_PARTNERFI,22115.82,,
DEBIT,02/24/2025,"ORIG CO NAME:INTUIT 82913234        ORIG ID:1462800242 DESC DATE:250224 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000026420882 EED:250224   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0556420882TC",-352.92,ACH_DEBIT,23215.82,,
CHECK,02/24/2025,"CHECK 1021  ",-29000.00,CHECK_PAID,23568.74,1021,
DEBIT,02/24/2025,"Zelle payment to Jonnath JPM99az2yzkf",-1000.00,CHASE_TO_PARTNERFI,52568.74,,
DEBIT,02/24/2025,"CENTRALDISPATCH.COM 858-259-6084 NY          02/22",-139.95,DEBIT_CARD,53568.74,,
DEBIT,02/24/2025,"Zelle payment to Marlon 23811786435",-175.00,QUICKPAY_DEBIT,53708.69,,
DEBIT,02/24/2025,"Zelle payment to angel JPM99ayyhuta",-45.00,CHASE_TO_PARTNERFI,53883.69,,
CREDIT,02/24/2025,"ORIG CO NAME:NEXTGEAR FUNDING       ORIG ID:1201990165 DESC DATE:022125 CO ENTRY DESCR:FUNDING   SEC:CCD    TRACE#:091000012096775 EED:250224   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 0552096775TC",26000.00,ACH_CREDIT,53928.69,,
DEBIT,02/21/2025,"Zelle payment to A star 23808326944",-390.00,QUICKPAY_DEBIT,27928.69,,
DEBIT,02/21/2025,"Zelle payment to Ovis JPM99ayvl32f",-180.00,CHASE_TO_PARTNERFI,28318.69,,
DEBIT,02/21/2025,"ORIG CO NAME:INTUIT 47134213        ORIG ID:4462800242 DESC DATE:250221 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000023302205 EED:250221   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0523302205TC",-1085.30,ACH_DEBIT,28498.69,,
DEBIT,02/21/2025,"Zelle payment to Marlon 23796521370",-175.00,QUICKPAY_DEBIT,29583.99,,
DSLIP,02/21/2025,"REMOTE ONLINE DEPOSIT #          1",5880.00,CHECK_DEPOSIT,29758.99,1,
DEBIT,02/20/2025,"WITHDRAWAL 02/20",-12825.00,MISC_DEBIT,23878.99,,
DEBIT,02/19/2025,"Zelle payment to Marlon 23784031778",-180.00,QUICKPAY_DEBIT,36703.99,,
DEBIT,02/18/2025,"Zelle payment to dmtl 23771749211",-1100.00,QUICKPAY_DEBIT,36883.99,,
CHECK,02/18/2025,"CHECK 1019  ",-500.00,CHECK_PAID,37983.99,1019,
DEBIT,02/18/2025,"Zelle payment to l JPM99ayhb5b8",-70.00,CHASE_TO_PARTNERFI,38483.99,,
DEBIT,02/18/2025,"Zelle payment to Marlon 23758974028",-200.00,QUICKPAY_DEBIT,38553.99,,
DSLIP,02/18/2025,"DEPOSIT  ID NUMBER 625554",30717.05,DEPOSIT,38753.99,,
DEBIT,02/14/2025,"ORIG CO NAME:INTUIT 61384501        ORIG ID:4462800242 DESC DATE:250214 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000028474033 EED:250214   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0458474033TC",-709.20,ACH_DEBIT,8036.94,,
DEBIT,02/14/2025,"ORIG CO NAME:INTUIT 51850421        ORIG ID:4462800242 DESC DATE:250214 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000026940224 EED:250214   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0456940224TC",-2064.05,ACH_DEBIT,8746.14,,
DEBIT,02/14/2025,"FEDEX482055457 800-4633339 TN                02/13",-9.75,DEBIT_CARD,10810.19,,
CREDIT,02/14/2025,"Zelle payment from KEI SUM ZHUANG BACh6mix62oe",3500.00,PARTNERFI_TO_CHASE,10819.94,,
DEBIT,02/13/2025,"Zelle payment to Novatranz 23716974799",-800.00,QUICKPAY_DEBIT,7319.94,,
DEBIT,02/13/2025,"Zelle payment to ULTIMATE PRINTING INC 23716504820",-176.88,QUICKPAY_DEBIT,8119.94,,
DEBIT,02/13/2025,"Zelle payment to whitehawk JPM99ay19rbk",-1250.00,CHASE_TO_PARTNERFI,8296.82,,
DEBIT,02/11/2025,"Zelle payment to Marlon 23696740291",-150.00,QUICKPAY_DEBIT,9546.82,,
DEBIT,02/11/2025,"Zelle payment to redline JPM99axuoe8p",-1397.00,CHASE_TO_PARTNERFI,9696.82,,
DEBIT,02/11/2025,"Zelle payment to skyy 23693623313",-1250.00,QUICKPAY_DEBIT,11093.82,,
DSLIP,02/11/2025,"DEPOSIT  ID NUMBER 663232",7500.00,DEPOSIT,12343.82,,
CHECK,02/10/2025,"CHECK 1018  ",-26350.00,CHECK_PAID,4843.82,1018,
DEBIT,02/10/2025,"ORIG CO NAME:AMERICAN EXPRESS       ORIG ID:9493560001 DESC DATE:250210 CO ENTRY DESCR:ACH PMT   SEC:CCD    TRACE#:021000023958052 EED:250210   IND ID:A1218                        IND NAME:SHANGQI LI                                                                                                   AM TRN: 0413958052TC",-1282.38,ACH_DEBIT,31193.82,,
DEBIT,02/10/2025,"Same-Day ACH Payment 11161502997 to JTE (_####3707)",-68000.00,ACH_PAYMENT,32476.20,,
DEBIT,02/10/2025,"ORIG CO NAME:FARMERS INS            ORIG ID:9496351302 DESC DATE:250209 CO ENTRY DESCR:EFT PYMT  SEC:PPD    TRACE#:021000020938762 EED:250210   IND ID:                             IND NAME:SHANQI LI TRN: 0410938762TC",-908.18,ACH_DEBIT,100476.20,,
DEBIT,02/10/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250131 CO ENTRY DESCR:MERCH FEESSEC:CCD    TRACE#:043305130199346 EED:250210   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE TRN: 0410199346TC",-317.65,ACH_DEBIT,101384.38,,
CREDIT,02/10/2025,"Zelle payment from YONG XU BACffxi7u0sn",500.00,PARTNERFI_TO_CHASE,101702.03,,
DEBIT,02/07/2025,"WITHDRAWAL 02/07",-26000.00,MISC_DEBIT,101202.03,,
DEBIT,02/06/2025,"Zelle payment to Icar 23642549488",-500.00,QUICKPAY_DEBIT,127202.03,,
DEBIT,02/06/2025,"Zelle payment to shangqi li JPM99ax8fy4k",-1571.84,CHASE_TO_PARTNERFI,127702.03,,
CREDIT,02/06/2025,"ORIG CO NAME:Yuansfer               ORIG ID:7862422211 DESC DATE:       CO ENTRY DESCR:Yuansfer  SEC:CCD    TRACE#:121140395335787 EED:250206   IND ID:204283                       IND NAME:ATTITUDE D LLC TRN: 0375335787TC",2018.51,ACH_CREDIT,129273.87,,
DSLIP,02/06/2025,"REMOTE ONLINE DEPOSIT #          1",5000.00,CHECK_DEPOSIT,127255.36,1,
DSLIP,02/06/2025,"REMOTE ONLINE DEPOSIT #          1",5000.00,CHECK_DEPOSIT,122255.36,1,
DEBIT,02/05/2025,"Online Transfer to CHK ...9383 transaction#: 23631926236 02/05",-493.46,ACCT_XFER,117255.36,,
CHECK,02/05/2025,"CHECK 1016  ",-7000.00,CHECK_PAID,117748.82,1016,
DEBIT,02/05/2025,"Zelle payment to Icar 23628561760",-4000.00,QUICKPAY_DEBIT,124748.82,,
DEBIT,02/05/2025,"Zelle payment to haowu 23627300013",-1000.00,QUICKPAY_DEBIT,128748.82,,
DEBIT,02/05/2025,"ORIG CO NAME:IPFS866-412-6739       ORIG ID:0AD2424370 DESC DATE:       CO ENTRY DESCR:IPFSPMTWASSEC:CCD    TRACE#:101000015670130 EED:250205   IND ID:561402                       IND NAME:ATTITUDE D LLC                                                                                               GDxLk2vV TRN: 0365670130TC",-15.00,ACH_DEBIT,129748.82,,
CREDIT,02/05/2025,"Zelle payment from ICAR EXOTICS 23632028175",139.00,QUICKPAY_CREDIT,129763.82,,
CREDIT,02/05/2025,"Zelle payment from ICAR EXOTICS 23631976145",217.04,QUICKPAY_CREDIT,129624.82,,
CREDIT,02/05/2025,"Zelle payment from ICAR EXOTICS 23631959151",356.28,QUICKPAY_CREDIT,129407.78,,
CREDIT,02/05/2025,"Zelle payment from ICAR EXOTICS 23631932594",493.46,QUICKPAY_CREDIT,129051.50,,
DEBIT,02/04/2025,"ORIG CO NAME:MANHEIM                ORIG ID:1581936030 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000018147635 EED:250204   IND ID:ACH6037231                   IND NAME:ICAR LIFESTYLE TRN: 0358147635TC",-110.00,ACH_DEBIT,128558.04,,
DEBIT,02/04/2025,"Online Transfer to CHK ...9383 transaction#: 23611081627 02/04",-125.00,ACCT_XFER,128668.04,,
CREDIT,02/04/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000018114591 EED:250204   IND ID:16354608                     IND NAME:ICAR LIFESTYLE                                                                                               5758216 TRN: 0358114591TC",217.00,ACH_CREDIT,128793.04,,
DSLIP,02/04/2025,"DEPOSIT  ID NUMBER 758861",73119.00,DEPOSIT,128576.04,,
DEBIT,02/03/2025,"Zelle payment to Zhaona JPM99awxc901",-55.00,CHASE_TO_PARTNERFI,55457.04,,
DEBIT,02/03/2025,"Zelle payment to angel JPM99awr8kn1",-45.00,CHASE_TO_PARTNERFI,55512.04,,
CREDIT,02/03/2025,"ORIG CO NAME:Dealertrack            ORIG ID:4013137ZST DESC DATE:250203 CO ENTRY DESCR:CREDIT    SEC:CCD    TRACE#:122043481788730 EED:250203   IND ID:127551183                    IND NAME:Icar Lifestyle Icar Li                                                                                       9163685303 TRN: 0341788730TC",0.03,ACH_CREDIT,55557.04,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 10010716        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000023133873 EED:250131   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0313133873TC",-729.70,ACH_DEBIT,55557.01,,
DEBIT,01/31/2025,"ORIG CO NAME:INTUIT 50555875        ORIG ID:4462800242 DESC DATE:250131 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000021929051 EED:250131   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0311929051TC",-2064.05,ACH_DEBIT,56286.71,,
DEBIT,01/30/2025,"Zelle payment to Marlon 23554385031",-220.00,QUICKPAY_DEBIT,58350.76,,
DEBIT,01/30/2025,"Zelle payment to scott JPM99awhaqzi",-234.00,CHASE_TO_PARTNERFI,58570.76,,
DEBIT,01/30/2025,"Zelle payment to Marlon 23549840934",-150.00,QUICKPAY_DEBIT,58804.76,,
DEBIT,01/30/2025,"Zelle payment to yao JPM99awfv32b",-45.00,CHASE_TO_PARTNERFI,58954.76,,
DEBIT,01/30/2025,"ORIG CO NAME:INTUIT 44070053        ORIG ID:4462800242 DESC DATE:250130 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000023898984 EED:250130   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0303898984TC",-45.00,ACH_DEBIT,58999.76,,
DSLIP,01/30/2025,"DEPOSIT  ID NUMBER 706078",10900.00,DEPOSIT,59044.76,,
DEBIT,01/29/2025,"Zelle payment to angel JPM99awd2zaf",-50.00,CHASE_TO_PARTNERFI,48144.76,,
DEBIT,01/29/2025,"ORIG CO NAME:NOWCOM, LLC            ORIG ID:1911718107 DESC DATE:       CO ENTRY DESCR:DEALERCNTRSEC:CCD    TRACE#:104000018895998 EED:250129   IND ID:M120855156375                IND NAME:ATTITUDE D LLC TRN: 0298895998TC",-277.87,ACH_DEBIT,48194.76,,
DEBIT,01/28/2025,"WITHDRAWAL 01/28",-10900.00,MISC_DEBIT,48472.63,,
DEBIT,01/28/2025,"ONLINE DOMESTIC WIRE TRANSFER A/C: HAO LIU PLEASANTON CA 94588-8050 US REF:/ACC/318717789 LIU HAO 6330 STONERIDGE MALL RD E107 PLEASANTON CA 9458 8 US TRN: 3560605028ES 01/28",-18700.00,WIRE_OUTGOING,59372.63,,
DEBIT,01/28/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: CITIBANK WEST FSB/321171184 A/C: CHANG GAO CONCORD CA 94519 US REF: HONDA ACCORD IMAD: 0128MMQFMP2K027873 TRN: 3548455028ES 01/28",-23300.00,WIRE_OUTGOING,78072.63,,
DEBIT,01/28/2025,"Zelle payment to scott JPM99aw9jqna",-466.00,CHASE_TO_PARTNERFI,101372.63,,
DEBIT,01/28/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:012725 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232101823690 EED:250128   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :SALWR2SU9NA209677 ,2022-Land Rover r-Range RoDYNAMIC EFT TRN: 0281823690TC",-45488.14,ACH_DEBIT,101838.63,,
DEBIT,01/28/2025,"ORIG CO NAME:Dealertrack            ORIG ID:4013137ZST DESC DATE:250128 CO ENTRY DESCR:PURCHASE  SEC:CCD    TRACE#:122043489266953 EED:250128   IND ID:127376122                    IND NAME:Icar Lifestyle Icar Li                                                                                       9163685303 TRN: 0289266953TC",-0.03,ACH_DEBIT,147326.77,,
CREDIT,01/27/2025,"Zelle payment from PERIMETER LLC 23498970534",658.78,QUICKPAY_CREDIT,147326.80,,
CREDIT,01/27/2025,"Zelle payment from HAO WU 23522051852",1000.00,QUICKPAY_CREDIT,146668.02,,
DSLIP,01/27/2025,"DEPOSIT  ID NUMBER 373993",25100.00,DEPOSIT,145668.02,,
CREDIT,01/27/2025,"DEPOSIT  ID NUMBER   1172",18700.00,ADJUSTMT_REVERSAL,120568.02,,
CREDIT,01/27/2025,"DEPOSIT  ID NUMBER   1014",23300.00,ADJUSTMT_REVERSAL,101868.02,,
CHECK,01/24/2025,"CHECK 1172  ",-18700.00,CHECK_PAID,78568.02,1172,
CHECK,01/24/2025,"CHECK 1014  ",-23300.00,CHECK_PAID,97268.02,1014,
CREDIT,01/24/2025,"Zelle payment from PERIMETER LLC 23495687467",5000.00,QUICKPAY_CREDIT,120568.02,,
CREDIT,01/24/2025,"BOOK TRANSFER CREDIT B/O: PERIMETER LLC CHINO HILLS CA 91709-4664 US TRN: 3024885024ES",50000.00,WIRE_INCOMING,115568.02,,
DEBIT,01/23/2025,"CENTRALDISPATCH.COM 858-259-6084 NY          01/22",-97.95,DEBIT_CARD,65568.02,,
CREDIT,01/23/2025,"Zelle payment from PERIMETER LLC 23482909322",1000.00,QUICKPAY_CREDIT,65665.97,,
DEBIT,01/22/2025,"Zelle payment to yao JPM99avos003",-45.00,CHASE_TO_PARTNERFI,64665.97,,
DEBIT,01/22/2025,"Zelle payment to Marlon 23470574268",-150.00,QUICKPAY_DEBIT,64710.97,,
DEBIT,01/22/2025,"Zelle payment to Ovis JPM99avokfw9",-85.00,CHASE_TO_PARTNERFI,64860.97,,
DEBIT,01/22/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:012125 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232103364636 EED:250122   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :SALWR2SU9NA209677 ,2022-Land Rover r-Range RoDYNAMIC EFT TRN: 0223364636TC",-5240.00,ACH_DEBIT,64945.97,,
DEBIT,01/21/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:012025 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232104141499 EED:250121   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,Sig n-up Fee                                      DYNAMIC EFT TRN: 0214141499TC",-130.00,ACH_DEBIT,70185.97,,
DEBIT,01/21/2025,"DOMESTIC WIRE TRANSFER VIA: GBC INTL BANK LA/122235902 A/C: JTE GLOBAL TRADING & INVESTMENT REF: FULL ACCOUNT NAME: JTE GLOBAL TRADING & INVESTMENT GROUP INC DBA JTE A UTO GROUPMEMO: LX 600 IMAD: 0121MMQFMP2M037927 TRN: 3830545021ES 01/21",-111500.00,WIRE_OUTGOING,70315.97,,
CREDIT,01/21/2025,"Zelle payment from WOCHENG HUANG 23429107516",2000.00,QUICKPAY_CREDIT,181815.97,,
DSLIP,01/21/2025,"REMOTE ONLINE DEPOSIT #          1",35000.00,CHECK_DEPOSIT,179815.97,1,
CHECK,01/16/2025,"CHECK 1500  ",-5329.00,CHECK_PAID,144815.97,1500,
CREDIT,01/16/2025,"FEDWIRE CREDIT VIA: CITIBANK N.A./021000089 B/O: SILKROAD INC. 311 E 157TH ST GARDENA CA USA 90248 REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=O/B CITIBANK NYC OBI=PAYMEN T FOR 2024 LEXUS LX600 VIN JT JGB7C X5R4062393 BLACK/BRW MUNKHMATS U BB I=/CHGS/USD0,00/ACC/SIL IMAD: 0116B1Q8021C014011 TRN: 0821211016FF",112000.00,WIRE_INCOMING,150144.97,,
DEBIT,01/15/2025,"ORIG CO NAME:INTUIT 40415689        ORIG ID:4462800242 DESC DATE:250115 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000029207637 EED:250115   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0159207637TC",-729.70,ACH_DEBIT,38144.97,,
DEBIT,01/15/2025,"ORIG CO NAME:INTUIT 49190306        ORIG ID:4462800242 DESC DATE:250115 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000028702598 EED:250115   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0158702598TC",-2064.05,ACH_DEBIT,38874.67,,
CREDIT,01/14/2025,"Zelle payment from HUITING ZHOU BACjt8xwybxq",650.00,PARTNERFI_TO_CHASE,40938.72,,
CHECK,01/13/2025,"CHECK 1499  ",-32620.61,CHECK_PAID,40288.72,1499,
DEBIT,01/10/2025,"ORIG CO NAME:AMERICAN EXPRESS       ORIG ID:9493560001 DESC DATE:250110 CO ENTRY DESCR:ACH PMT   SEC:CCD    TRACE#:021000021358010 EED:250110   IND ID:A6378                        IND NAME:SHANGQI LI                                                                                                   AM TRN: 0101358010TC",-585.29,ACH_DEBIT,72909.33,,
DEBIT,01/10/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:241231 CO ENTRY DESCR:MERCH FEESSEC:CCD    TRACE#:043305135339544 EED:250110   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE TRN: 0105339544TC",-30.00,ACH_DEBIT,73494.62,,
DEBIT,01/10/2025,"FEDEX479007787 800-4633339 TN                01/09",-9.75,DEBIT_CARD,73524.62,,
DEBIT,01/09/2025,"ORIG CO NAME:FARMERS INS            ORIG ID:9496351302 DESC DATE:250109 CO ENTRY DESCR:EFT PYMT  SEC:PPD    TRACE#:021000020385025 EED:250109   IND ID:                             IND NAME:SHANQI LI TRN: 0090385025TC",-1725.69,ACH_DEBIT,73534.37,,
DEBIT,01/09/2025,"Online Transfer to CHK ...9383 transaction#: 23329428521 01/09",-1625.00,ACCT_XFER,75260.06,,
CREDIT,01/09/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250108 CO ENTRY DESCR:RSRV RLSD SEC:CCD    TRACE#:043305136544027 EED:250109   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE             5436845560333337ICAR LIFESTYLE            RSRV RLSD 010925 TRN: 0096544027TC",10300.00,ACH_CREDIT,76885.06,,
